date,ID,T.T_TIME,T.TOTAL_DISTANCE,T.HIGH_INTENSITY_DISTANCE,T.SPRINT_DISTANCE,T_PLAYER_LOAD,count_last_week,sum_last_week,ACUTE_LOAD,count_last_fourweeks,sum_last_fourweeks,CHRONIC_LOAD,T_HEART_RATE_EXERTION,T_ACC_DEC_LOAD,T.PEAK_SPEED,T.HRE_PL_LOAD,T.VOLUME_STATUS,T.INTENSITY_STATUS,T.VOLUME_RATIO,T.INTENSITY_RATIO,T.MONOTONY_VOLUME,T.MONOTONY_INTENSITY,G.HI_IP_m,G.HI_IP_m.pc,G.HI_IP_m.min,G.HI_OP_m,G.HI_OP_m.pc,G.HI_OP_m.min,G.HID_m,G.HID_m.min,G.IP_mins,G.MINS,G.OP_mins,G.SPR_m,G.SPR_m.min,G.TD_m,G.TD_m.min,G.TD_IP_m,G.TD_IP_m.pc,G.TD_IP_m.min,G.TD_OP_m,G.TD_OP_m.pc,G.TD_OP_m.min,matchPeriods,GameYN,NDs,sleep,muscleSoreness,pExertion,wellbeing
20140630,6,,,,,,,,,,,,,,,,,,,,,,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,0,6.3,3,5,12.22755514
20140701,6,,,,,,,,,,,,,,,,,,,,,,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,1,5.22,4,7,12.83839745
20140702,6,,,,,,,,,,,,,,,,,,,,,,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,2,5.94,6,7,11.41034425
20140703,6,,,,,,,,,,,,,,,,,,,,,,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,3,4.37,6,3,19.65645781
20140704,6,,,,,,,,,,,,,,,,,,,,,,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,4,5.71,9,2,12.88584844
20140705,6,,,,,,,,,,,,,,,,,,,,,,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,5,3.26,3,8,14.73640347
20140706,6,,,,,,,,,,,,,,,,,,,,,,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,6,6.05,7,6,9.265034573
20140707,6,66,6469,1099,613,681,,681,97.28571429,,,,115,226,27,1.7,10,61,100,,0.4,0.4,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,7,6.43,1,5,12.89871686
20140708,6,87,8353,964,661,828,,1509,215.5714286,,,,138,288,27,1.7,23,115,100,,0.6,0.6,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,8,6.54,9,3,10.73287991
20140709,6,,,,,,,1509,215.5714286,,,,,,,,23,115,100,,0.6,0.6,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,9,5.82,9,8,12.94622755
20140710,6,94,8647,442,290,852,,2361,337.2857143,,,,131,394,27,1.5,37,140,100,,0.8,0.7,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,10,5.43,2,2,14.99880739
20140711,6,87,8245,359,76,878,,3239,462.7142857,,,,133,291,26,1.5,50,160,100,,1.1,0.9,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,11,6.2,6,1,15.84539378
20140712,6,,,,,,,3239,462.7142857,,,,,,,,50,160,80,,1.1,0.9,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,12,4.1,5,4,11.68119076
20140713,6,79,2632,18,9,270,,3509,501.2857143,,,,94,64,25,3.5,54,161,57,0.3,1.2,0.9,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,13,6.51,6,1,13.81729111
20140714,6,,,,,,,2828,404,,,,,,,,54,161,57,0.3,0.9,0.7,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,14,6.77,8,2,14.75055882
20140715,6,,,,,,,2000,285.7142857,,,,,,,,54,161,32,0.1,0.7,0.6,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,15,6.58,3,4,14.99924459
20140716,6,,,,,,,2000,285.7142857,,,,,,,,54,161,8,,0.7,0.6,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,16,5.22,6,4,11.56565564
20140717,6,,,,,,,1148,164,,,,,,,,54,161,8,,0.5,0.4,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,17,4.66,7,7,13.74509562
20140718,6,,,,,,,270,38.57142857,,,,,,,,54,161,,,0.4,0.4,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,18,5.02,7,5,11.34378745
20140719,6,,,,,,,270,38.57142857,,,,,,,,54,161,,,0.4,0.4,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,19,4.93,6,8,13.9535514
20140720,6,,,,,,,0,,,,,,,,,54,161,,,,,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,20,8.1,9,5,8.825534113
20140721,6,60,4000,200,50,400,,400,57.14285714,,,,100,200,28,2.5,50,111,13,0.1,0.4,0.4,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,21,6.54,4,8,14.06122213
20140722,6,60,2000,,,200,,600,85.71428571,,,,100,150,18,5,40,57,24,0.2,0.5,0.4,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,22,6.26,8,2,13.99874812
20140723,6,,,,,,,600,85.71428571,,,,,,,,40,57,24,0.2,0.5,0.4,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,23,6.02,5,2,10.83191391
20140724,6,,,,,,,600,85.71428571,,,,,,,,26,32,36,0.3,0.5,0.4,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,24,5.69,8,4,11.65636448
20140725,6,53,4272,46,9,443,,1043,149,,,,74,138,25,1.7,20,15,80,0.9,0.7,0.5,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,25,5.08,9,4,9.325736498
20140726,6,,,,,,,1043,149,,,,,,,,20,15,49,0.2,0.7,0.5,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,26,6.36,5,8,15.04545729
20140727,6,,,,,,,1043,149,,4552,162.5714286,,,,,16,14,42,0.2,0.7,0.5,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,27,5.51,4,4,10.62312445
20140728,6,,,,,,,643,91.85714286,,4552,162.5714286,,,,,16,14,42,0.2,0.5,0.4,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,28,4.6,6,5,10.42461409
20140729,6,,,,,,,443,63.28571429,,4552,162.5714286,,,,,16,14,42,0.2,0.4,0.4,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,29,6.21,3,6,11.9456197
20140730,6,81,7342,276,,846,,1289,184.1428571,,5398,192.7857143,82,159,23,1,28,29,42,0.5,0.6,0.4,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,30,5.79,8,4,8.803582512
20140731,6,48,4425,24,,526,,1815,259.2857143,,5924,211.5714286,,231,22,,34,31,53,0.5,0.8,0.5,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,31,5.85,2,9,14.37796952
20140801,6,71,4737,,,519,,1891,270.1428571,,6443,230.1071429,71,178,21,1.4,42,31,62,0.5,0.8,0.4,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,32,6.23,6,1,11.68312237
20140802,6,61,5798,64,32,643,,2534,362,,7086,253.0714286,45,239,,0.7,51,34,68,0.6,1,0.5,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,33,5.82,9,4,8.86634264
20140803,6,73,9125,292,146,913,,3447,492.4285714,,7999,285.6785714,,365,28,,65,50,75,0.7,1.3,0.7,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,34,5.91,6,6,19.11596433
20140804,6,,,,,,,3447,492.4285714,,7318,261.3571429,,,,,59,39,64,0.5,1.3,0.7,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,35,6.03,5,6,12.88570296
20140805,6,64,6019,255,125,596,,4043,577.5714286,,7086,253.0714286,95,375,29,1.6,65,54,62,0.6,1.9,1,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,36,4.93,4,5,15.92187696
20140806,6,,,,,,,3197,456.7142857,,7086,253.0714286,,,,,65,54,50,0.6,1.3,0.7,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,37,6.73,5,3,13.55004646
20140807,6,,,,,,,2671,381.5714286,,6234,222.6428571,,,,,65,54,36,0.6,1,0.7,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,38,4.29,5,6,13.56890886
20140808,6,86,5562,54,7,648,,2800,400,,6004,214.4285714,87,344,25,1.3,67,54,27,0.3,1,0.8,15.2,0.3,0.5,354.1,6.8,11.1,369.3,3.8,29,96,32,169.8,1.8,10355.4,107.9,3321.1,69.2,114.5,4539.9,87.3,141.9,0,0,39,7.21,1,4,12.88602894
